Title,Address,City,Price,Bedroom,Bathroom,Floors,Parking,Face,Year,Views,Area,Road,Road Width,Road Type,Build Area,Posted,Amenities
"House At Chabahil Beside Pashupati Campus, 100 Meter From Ring Road : House For Sale In Chabahil, Kathmandu","Chabahil Beside Pashupati Campus, 100 Meter From Ring Road, Chabahil, Kathmandu",Kathmandu,75000000,0,0,3.0,0,East,2074.0,150,0-10-0-0 Aana,16 Feet / Gravelled,16 Feet , Gravelled,N/A Aana,2 months ago,"['Parking', 'Balcony', 'Microwave', 'Drainage', 'Electricity Backup', 'Water Supply', 'Modular Kitchen', 'Deck', 'Lawn', 'Fencing', 'Solar Water', 'Intercom', 'Internet', 'Water Well', 'TV Cable', 'Frontyard', 'Garage', 'Air Condition', 'Garden', 'Washing Machine', 'Water Tank', 'Kids Playground', 'Wifi', 'Backyard']"
"6 Anna House For Sale At Ratopul : House For Sale In Ratopul, Kathmandu","Ratopul, Ratopul, Kathmandu",Kathmandu,39500000,0,0,4.0,3,East,2074.0,228,0-6-0-0 Aana,18 Feet / Blacktopped,18 Feet , Blacktopped,N/A Aana,2 months ago,"['Parking', 'Balcony', 'Drainage', 'Electricity Backup', 'Water Supply', 'Lawn', 'Fencing', 'Solar Water', 'Internet', 'Intercom', 'Water Well', 'TV Cable', 'Frontyard', 'Garage', 'Garden', 'Washing Machine', 'Water Tank', 'Kids Playground', 'Wifi', 'Backyard']"
"Bungalow For Sale At Golfutar Height, 80 Meter From Highway : House For Sale In Golfutar, Kathmandu","Golfutar Height, 80 Meter From Highway, Golfutar, Kathmandu",Kathmandu,102500000,5,0,2.0,0,East,2074.0,266,1-3-0-0 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Aana,2 months ago,"['Parking', 'Balcony', 'Microwave', 'Drainage', 'Cafeteria', 'Electricity Backup', 'Water Supply', 'Modular Kitchen', 'Deck', 'Jacuzzi', 'Lawn', 'Fencing', 'Swimming Pool', 'Solar Water', 'Intercom', 'Internet', 'Water Well', 'TV Cable', 'Frontyard', 'Garage', 'Air Condition', 'Garden', 'Washing Machine', 'Water Tank', 'Kids Playground', 'Lift', 'CCTV', 'Wifi', 'Gym', 'Backyard']"
"12 Anna 5 Bhk Bungalow For Sale At Chapali, Budhanilkantha : House For Sale In Chapali, Kathmandu","Chapali, Budhanilkantha, Chapali, Kathmandu",Kathmandu,42500000,5,0,3.0,4,East,2074.0,210,0-12-0-0 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,2 months ago,"['Parking', 'Lawn', 'Air Condition', 'Frontyard', 'Garage', 'Backyard', 'Garden', 'Fencing', 'Deck', 'Balcony', 'Microwave', 'Modular Kitchen', 'Wifi', 'CCTV', 'Water Tank', 'Water Well', 'Electricity Backup', 'Water Supply', 'Solar Water', 'Drainage', 'Cafeteria', 'Intercom', 'Internet', 'Kids Playground']"
"House For Sale At Lampokhari, Chabahil Main Road : House For Sale In Chabahil, Kathmandu","Lampokhari, Chabahil Main Road., Chabahil, Kathmandu",Kathmandu,30000000,0,3,3.0,1,East,2074.0,115,0-2-0-0 Aana,25 Feet / Blacktopped,25 Feet , Blacktopped,N/A Aana,2 months ago,"['Parking', 'Balcony', 'Electricity Backup', 'Water Supply', 'Lawn', 'Fencing', 'Intercom', 'Internet', 'Water Well', 'TV Cable', 'Frontyard', 'Water Tank', 'Backyard']"
"House For Sale At Ganeshthan, Chabahil Beside Raprapa Party Office : House For Sale In Chabahil, Kathmandu","Ganeshthan, Chabahil Beside Raprapa Party Office., Chabahil, Kathmandu",Kathmandu,60000000,0,0,2.0,3,East,2074.0,135,0-9-2-0 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,2 months ago,"['Parking', 'Balcony', 'Drainage', 'Deck', 'Water Supply', 'Electricity Backup', 'Intercom', 'Solar Water', 'Lawn', 'Fencing', 'Garage', 'Frontyard', 'Internet', 'Kids Playground', 'Water Tank', 'Garden', 'Backyard', 'Wifi']"
"House For Sale At Putalisadak Behind Star Mall, Just 100 Meters From Main Road. : House For Sale In Putalisadak, Kathmandu","Putalisadak Behind Star Mall, 100 Meters From Main Road, Putalisadak, Kathmandu",Kathmandu,75000000,0,0,5.0,0,East,2074.0,215,0-9-0-0 Aana,12 Feet / Blacktopped,12 Feet , Blacktopped,N/A Aana,2 months ago,"['Parking', 'Balcony', 'Drainage', 'Electricity Backup', 'Water Supply', 'Lawn', 'Fencing', 'Intercom', 'Internet', 'Water Well', 'Frontyard', 'Garage', 'TV Cable', 'Garden', 'Water Tank', 'Kids Playground', 'CCTV', 'Backyard']"
"House And Land Sell At Lainchaur : House For Sale In Lainchaur, Kathmandu","Hanuman chowk marga, Lainchaur, Kathmandu",Kathmandu,6100000,0,0,3.0,0,North,2074.0,627,0-3-0-1 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,N/A Aana,5 months ago,[]
"House : House For Sale In Balkot, Bhaktapur","124, Balkot, Bhaktapur",Bhaktapur,15500000,4,2,3.0,1,East,2073.0,971,3 Aana,13 Feet / Gravelled,13 Feet , Gravelled,N/A Aana,5 months ago,"['Water Supply', 'Wifi', 'Balcony', 'Store Room']"
"House For Sale In Guleriya, Bardiya","Bardiya, Guleriya, Bardiya",Bardiya,3650000,4,1,3.0,0,North,2074.0,730,1 Kattha,14 Feet / Soil Stabilized,14 Feet , Soil Stabilized,N/A Kattha,5 months ago,[]
"South Facing Bungalow For Sale At Dhapasi Height With Great View In 22 Feet Road : House For Sale In Dhapasi, Kathmandu","Dhapasi Height, 700 meter out from ring road., Dhapasi, Kathmandu",Kathmandu,69000000,5,5,3.0,0,South,2074.0,97,0-12-0-0 Aana,22 Feet / Blacktopped,22 Feet , Blacktopped,N/A Aana,3 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Gym', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'CCTV', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']"
"Ganeschok Home : House For Sale In Hattigauda, Kathmandu","Na, Hattigauda, Kathmandu",Kathmandu,45000000,5,5,3.0,1,North,2074.0,179,6 ana Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Aana,4 months ago,"['Drainage', 'Water Tank', 'Solar Water', 'Water Supply']"
"Land For Sale In Bhandara, Chitwan","Rapti Nagar, Bhandara, Chitwan",Chitwan,50000000,0,0,0.0,0,East,2074.0,305,3 Bigha,20 Feet / Soil Stabilized,20 Feet , Soil Stabilized,N/A Sq. Feet,2 months ago,[]
"New Modern : House For Sale In Hattiban, Lalitpur","i.j pioneer school, Hattiban, Lalitpur",Lalitpur,37500000,5,4,3.0,1,East,2075.0,14.2K,0-4-3-0 Aana,16 Feet / Gravelled,16 Feet , Gravelled,1138 Sq. Feet,5 months ago,"['Balcony', 'Garden', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Solar Water', 'Water Well', 'Electricity Backup', 'Internet', 'Parking', 'Store Room']"
"Bungalow With Limitless View : House For Sale In Dhapasi, Kathmandu","NA, Dhapasi, Kathmandu",Kathmandu,65000000,5,5,3.0,3,South,2076.0,144,8 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Aana,5 months ago,"['Garage', 'Air Condition', 'Backyard', 'Balcony', 'Frontyard', 'Garden', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Drainage', 'Wifi', 'Water Supply', 'Solar Water', 'Water Well', 'Water Tank', 'CCTV', 'Internet', 'Parking', 'Security Staff', 'Maintenance']"
"3 Individual Apartment With A Penthouse In A Private Building : House For Rent In Thamel, Kathmandu","Jogin Pakha Marg, Thamel, Kathmandu",Kathmandu,400000,11,8,6.0,5,East,2016.0,716,8 Aana,12 Feet,12 Feet, Blacktopped,5 Aana,5 months ago,"['Lawn', 'Air Condition', 'Backyard', 'Balcony', 'Fencing', 'Frontyard', 'Garden', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Supply', 'Water Well', 'Water Tank', 'Electricity Backup', 'Internet', 'Parking', 'Security Staff', 'Store Room']"
"4 Aana Home At Sitapaila : House For Sale In Sitapaila, Kathmandu","na, Sitapaila, Kathmandu",Kathmandu,20500000,4,4,3.0,1,South,2074.0,318,4 Aana,15 Feet / Gravelled,15 Feet , Gravelled,N/A Aana,5 months ago,"['Garage', 'Drainage']"
"Godawari_Badikhel Pitched Road Touching House For Sell_ 5 Anna Land : House For Sale In Godawari, Lalitpur","Badikhel (Godawari), Godawari, Lalitpur",Lalitpur,12500000,3,1,2.0,1,West,2074.0,214,0-5-0-0 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,N/A Aana,2 months ago,"['Parking', 'Water Well', 'Water Tank', 'Backyard']"
"New Beautiful House Is On Sale At Gaidakot, Nawalpur : House For Sale In Gaidakot, Nawalpur","Congress chowk, Gaidakot, Nawalpur",Nawalpur,11000000,3,4,3.0,1,East,2018.0,247,4 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,4 Aana,2 months ago,"['Parking', 'Balcony', 'Fencing']"
"Property At New Baneshwor : House For Sale In Baneshwor, Kathmandu","66/51, Janasahayog Marga, Baneshwor, Kathmandu",Kathmandu,34500000,6,3,2.0,2,North East,2000.0,1.1K,4 Aana,0 Feet,0 Feet, Blacktopped,3 1/2 Aana,5 months ago,[]
"South Facing 7 Anna Modern House For Sale At Samakhusi Chowk : House For Sale In Samakhusi, Kathmandu","Samakhusi Chowk, Samakhusi, Kathmandu",Kathmandu,55000000,5,4,2.0,2,South East,2074.0,295,0-7-0-0 Aana,14 Feet / Blacktopped,14 Feet , Blacktopped,N/A Aana,3 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Tank', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Intercom', 'Internet', 'Kids Playground']"
"Modern Bungalow For Sale At Rudreshwor Chowk, Budhanilkantha. 50 Meters From Main Highway. : House For Sale In Budhanilkantha, Kathmandu","Rudreshwor Chowk, 50 Meters From Main Highway., Budhanilkantha, Kathmandu",Kathmandu,63000000,5,4,2.0,2,East,2074.0,534,0-10-0-0 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,N/A Aana,3 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'CCTV', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']"
"Basundhara Beautiful Bungalow : House For Sale In Basundhara, Kathmandu","Na, Basundhara, Kathmandu",Kathmandu,29800000,5,5,3.0,1,East,2074.0,581,4.1 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,N/A Aana,4 months ago,"['Balcony', 'Garage', 'Parking', 'Store Room', 'Solar Water', 'Water Supply', 'Water Well']"
"Dhapasi Exclusive Bungalow : House For Sale In Dhapasi, Kathmandu","Na, Dhapasi, Kathmandu",Kathmandu,69000000,7,7,3.0,4,South East,2074.0,88,12 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Aana,3 months ago,"['Frontyard', 'Lawn', 'Garage', 'Water Supply', 'Solar Water', 'Drainage', 'Water Tank', 'Parking', 'Store Room']"
"East Face 12 Anna Bungalow For Sale At Naxal, 400 Mtr From Bhatbhateni : House For Sale In Naxal, Kathmandu","Naxal, 400 meter from Bhatbhateni., Naxal, Kathmandu",Kathmandu,65000000,6,5,2.0,0,East,2074.0,437,0-12-0-0 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,N/A Aana,3 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Gym', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'CCTV', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']"
"VIP Semi-Bungalow On Sale In Akashedhara Height , 1 Km From Ringroad Sukhedhara : House For Sale In Sukedhara, Kathmandu","Akashedhara Height, Sukedhara, Kathmandu",Kathmandu,42000000,8,7,4.0,4,South East,2074.0,243,0-6-0-0 Aana,20 Feet / Paved,20 Feet , Paved,0-4-0-0 Aana,3 months ago,"['Lawn', 'Garage', 'Backyard', 'Balcony', 'Modular Kitchen', 'TV Cable', 'Solar Water', 'Water Supply', 'Drainage']"
"5 Bhk 14 Anna Modern Bungalow For Sale At Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","Buddha Colony, Budhanilkantha, Kathmandu",Kathmandu,67500000,4,4,2.0,2,East,2074.0,651,0-14-0-0 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,6 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Balcony', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Solar Water', 'Water Supply', 'Drainage', 'Wifi', 'Washing Machine', 'Water Well', 'Water Tank', 'Electricity Backup']"
"Land For Sale In Harisiddhi, Lalitpur","Satdobato Godawari highway, Harisiddhi, Lalitpur",Lalitpur,3000000,0,0,0.0,0,North East,2074.0,177,5 Sq. Feet,12 Feet / Gravelled,12 Feet , Gravelled,N/A Sq. Feet,6 months ago,[]
"Apartment For Rent In Sanepa, Lalitpur","Sanepa, Sanepa, Lalitpur",Lalitpur,235000,3,3,10.0,2,South,2074.0,6.7K,1788 Sq. Feet,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Sq. Feet,6 months ago,"['Air Condition', 'Balcony', 'Garden', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Internet', 'Kids Playground', 'Lift', 'Maintenance', 'Parking']"
"4 Anna Modern Semi Bungalow For Sale At Golfutar 30 Feet Main Road. : House For Sale In Golfutar, Kathmandu","Golfutar, Golfutar, Kathmandu",Kathmandu,32500000,4,3,3.0,1,East,2074.0,466,0-4-0-0 Aana,30 Feet / Blacktopped,30 Feet , Blacktopped,N/A Aana,6 months ago,"['Lawn', 'Garage', 'Backyard', 'Garden', 'Frontyard', 'Fencing', 'Balcony', 'Modular Kitchen', 'TV Cable', 'Solar Water', 'Water Supply', 'Drainage', 'Wifi', 'Water Tank']"
"House For Sale In Budhanilkantha, Kathmandu","Budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,22000000,10,0,3.0,0,North,2074.0,871,5 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Sq. Feet,6 months ago,[]
"Just Built Semi - Commercial House : House For Sale In Baniyatar, Kathmandu","Dhaneshwore, Baniyatar, Kathmandu",Kathmandu,26500000,0,0,3.0,1,South East,2074.0,252,4 Aana,14 Feet / Blacktopped,14 Feet , Blacktopped,3-4 Aana,6 months ago,"['Garden', 'Parking', 'Water Tank', 'Parking', 'Drainage', 'Drainage', 'Water Supply', 'Water Supply', 'Water Tank', 'Solar Water']"
"House For Sale In Imadol, Lalitpur","Sana Gaun, Imadol, Lalitpur",Lalitpur,12000000,2,1,1.0,0,North East,2074.0,4.4K,0-3-0-1 Aana,12 Feet / Soil Stabilized,12 Feet , Soil Stabilized,N/A Sq. Feet,7 months ago,[]
"House For Sale In DDC Chowk, Biratnagar","Tintoliya, DDC Chowk, Biratnagar",Biratnagar,8000000,3,1,2.0,1,North East,2074.0,644,9 Dhur,13 Feet / Blacktopped,13 Feet , Blacktopped,9 Dhur,6 months ago,[]
"Apartment For Rent In Dhapakhel, Lalitpur","Downtown apartment, Dhapakhel, Lalitpur",Lalitpur,60000,3,2,3.0,1,East,2015.0,587,1180 Sq. Feet,24 Feet / Blacktopped,24 Feet , Blacktopped,1180 Sq. Feet,3 months ago,"['Garage', 'Balcony']"
"House On Rent At Karyabinay Colony : House For Rent In Bhaisepati, Lalitpur","karyabinayak colony, Bhaisepati, Lalitpur",Lalitpur,50000,4,4,3.0,1,East,2019.0,404,0-4-0-0 Aana,12 Feet / Paved,12 Feet , Paved,N/A Aana,3 months ago,"['Balcony', 'Garden', 'Modular Kitchen']"
"4 Anna 3.5 Floor House For Sale At Basundhara : House For Sale In Basundhara, Kathmandu","Basundhara, Basundhara, Kathmandu",Kathmandu,25500000,7,4,3.0,1,East,2074.0,306,0-4-0-0 Aana,14 Feet / Blacktopped,14 Feet , Blacktopped,N/A Aana,3 months ago,"['Lawn', 'Garage', 'Backyard', 'Balcony', 'Frontyard', 'Garden', 'Fencing', 'Deck', 'Modular Kitchen', 'Wifi', 'Drainage', 'Washing Machine', 'Water Supply', 'Solar Water', 'Water Tank', 'Kids Playground', 'Internet']"
"House On Sale In Bhimsengola, Old Baneswor Saypatri Tole : House For Sale In Battisputali, Kathmandu","House No 21 Satapatri Tole, Battisputali, Kathmandu",Kathmandu,18000000,0,3,3.0,1,East,2074.0,784,0-3-1-1 Aana,9 Feet / Paved,9 Feet , Paved,2.2 Aana,6 months ago,"['Backyard', 'TV Cable', 'Drainage', 'Water Supply', 'Balcony']"
"Fully-Furnished 3BHK At Grande Tower : Apartment For Rent In Tokha, Kathmandu","Grande Tower, Tokha, Kathmandu",Kathmandu,80000,3,2,4.0,1,North,2074.0,1.1K,1514 Sq. Feet,0 Feet / Blacktopped,0 Feet , Blacktopped,1280 Sq. Feet,1 month ago,"['Lawn', 'Balcony', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Cafeteria', 'Electricity Backup', 'Intercom', 'Internet', 'Lift', 'Parking', 'Security Staff', 'Store Room']"
"Full Furnished Office On Sale : Office Space For Sale In Thapathali, Kathmandu","Patangri marg, height, Thapathali, Kathmandu",Kathmandu,290000,0,1,1.0,1,East,2074.0,127,900 Sq. Feet,12 Feet / Paved,12 Feet , Paved,N/A Aana,1 month ago,"['Parking', 'TV Cable', 'Wifi', 'Internet', 'Security Staff']"
"House For Sale In Lokanthali, Bhaktapur","Lokanthali, Lokanthali, Bhaktapur",Bhaktapur,27000000,16,3,3.0,0,North,2074.0,867,6 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Aana,6 months ago,[]
"House For Sale In Imadol, Lalitpur","Changathali, Imadol, Lalitpur",Lalitpur,6500000,2,1,2.0,0,West,2074.0,1K,3 Aana,5 Feet / Gravelled,5 Feet , Gravelled,N/A Sq. Feet,6 months ago,[]
"House For Sale At Civil Homes, Dhapakhel : House For Sale In Dhapakhel, Lalitpur","Civil Homes, Dhapakhel, Lalitpur",Lalitpur,36000000,3,3,3.0,2,East,2065.0,1.2K,0-6-2-0 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,2000 Sq. Feet,7 months ago,[]
"House For Sale At Only Land Cost @ Baneshwor! : House For Sale In Old Baneshwor, Kathmandu","Bhimsengola, Old Baneshwor, Kathmandu",Kathmandu,60000000,6,3,3.0,4,South,2050.0,1.7K,0-8-5-0 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,2500 Sq. Feet,7 months ago,[]
"House For Sale In Banasthali, Kathmandu","Dhunge Dhara, Radha Krisna Mandir, Banasthali, Kathmandu",Kathmandu,19000000,8,0,3.0,0,South,2074.0,2.6K,0-3-0-2 Aana,10 Feet / Blacktopped,10 Feet , Blacktopped,N/A Sq. Feet,7 months ago,"['Balcony', 'Modular Kitchen', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Parking', 'Store Room']"
"Office For Rent At New Baneshwor : Flat For Rent In Baneshwor, Kathmandu","New Baneshwor, Baneshwor, Kathmandu",Kathmandu,30000,0,0,2.0,4,East,2074.0,78,500 Sq. Feet,26 Feet / Blacktopped,26 Feet , Blacktopped,N/A Aana,1 month ago,['Parking']
"Land For Sale In Kirtipur, Kathmandu","chalnakhel 1 kha, Kirtipur, Kathmandu",Kathmandu,3000000,0,0,0.0,0,North,2074.0,715,0-15-1-1 Sq. Feet,10 Feet / Soil Stabilized,10 Feet , Soil Stabilized,N/A Sq. Feet,6 months ago,[]
"Land With Houses : Land For Sale In Teku, Kathmandu","Teku, Kathmandu, Teku, Kathmandu",Kathmandu,20000000,0,0,0.0,0,South West,2074.0,638,0-10-2-0 Sq. Feet,30 Feet / Blacktopped,30 Feet , Blacktopped,N/A Sq. Feet,6 months ago,[]
"House For Rent In Tarkeshwor, Kathmandu","Malpot office Manamaiju, Tarkeshwor, Kathmandu",Kathmandu,110000,0,6,3.0,1,East,2074.0,1.8K,6 Aana,22 Feet / Blacktopped,22 Feet , Blacktopped,N/A Aana,7 months ago,"['Balcony', 'Drainage', 'Water Well', 'Electricity Backup', 'Internet', 'Parking']"
"House For Sale In Basbari, Kathmandu","Neuro Hospital, Basbari, Kathmandu",Kathmandu,28000000,2,4,3.0,3,South,2074.0,514,5 Aana,13 Feet / Gravelled,13 Feet , Gravelled,N/A Aana,7 months ago,[]
"House For Sale In Kadaghari, Kathmandu","Kadaghari, Kadaghari, Kathmandu",Kathmandu,7500000,3,1,1.0,0,North,2074.0,605,0-2-2-0 Aana,4 Feet / Soil Stabilized,4 Feet , Soil Stabilized,N/A Sq. Feet,7 months ago,[]
"House For Sale At Hepali, Near Golfutar Kathmandu. : House For Sale In Budhanilkantha, Kathmandu","Hepali Near Golfutar, Budhanilkantha, Kathmandu",Kathmandu,47500000,5,4,3.0,2,East,2070.0,925,0-8-0-0 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,2500 Sq. Feet,7 months ago,[]
"House For Sale In Imadol, Lalitpur","Krishna Mandir, Imadol, Lalitpur",Lalitpur,22500000,7,2,3.0,0,South,2074.0,684,0-3-3-2 Aana,13 Feet / Gravelled,13 Feet , Gravelled,N/A Sq. Feet,7 months ago,[]
"House For Sale At Southern Heights Housing, Thaiba LLalitpur : House For Sale In Thaiba, Lalitpur","Southern Heights Housing, Thaiba, Lalitpur",Lalitpur,35000000,5,4,3.0,2,West,2069.0,477,0-6-0-0 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,2500 Sq. Feet,7 months ago,[]
"Baluwatar Home : House For Sale In Baluwatar, Kathmandu","Na, Baluwatar, Kathmandu",Kathmandu,42500000,6,6,3.0,0,South East,2074.0,711,6 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,3 months ago,"['Garage', 'Parking']"
"5.2 Anna 3 Bhk East Facing Bungalow For Sale In Baluwatar, Tudaldevi. : House For Sale In Baluwatar, Kathmandu","Baluwatar, Tudaldevi., Baluwatar, Kathmandu",Kathmandu,39500000,3,3,2.0,2,East,2074.0,1.2K,0-5.2-0-0 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,3 months ago,"['Lawn', 'Garage', 'Backyard', 'Balcony', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'Wifi', 'Water Tank', 'Solar Water', 'Water Supply', 'Internet']"
"One And Half Storied : House For Sale In Imadol, Lalitpur","Setipakha, Imadol, Lalitpur",Lalitpur,12000000,4,1,1.5,0,North East,2074.0,984,0-5-1-0 Aana,4 Feet / Concrete,4 Feet , Concrete,N/A Aana,3 months ago,"['Fencing', 'TV Cable', 'Drainage', 'Water Supply', 'Water Well']"
"House On SALE!! : House For Sale In Kapan, Kathmandu","Kapan height, Kapan, Kathmandu",Kathmandu,17000000,8,3,10.0,2,North,2074.0,706,3.5 Aana,10 Feet / Soil Stabilized,10 Feet , Soil Stabilized,3 Aana,4 months ago,[]
"House For Sale At Chhauni Kathmandu : House For Sale In Chhauni, Kathmandu","Museum Marga, Chhauni, Kathmandu",Kathmandu,46000000,5,4,3.0,2,South West,2074.0,369,0-7-0-0 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,3000 Sq. Feet,7 months ago,"['Water Supply', 'Solar Water', 'Water Tank', 'Frontyard', 'Garage']"
"House For Sale In Kausaltar, Bhaktapur","Kausaltar, Kausaltar, Bhaktapur",Bhaktapur,30000000,5,4,3.0,0,East,2074.0,474,0-7-2-0 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Sq. Feet,7 months ago,[]
"Office Space For Rent In Baluwatar, Kathmandu","Russian Embassy Nepal, Baluwatar, Kathmandu",Kathmandu,175000,0,0,4.0,0,North,2074.0,2.9K,1800 Sq. Feet,42 Feet / Blacktopped,42 Feet , Blacktopped,N/A Sq. Feet,7 months ago,[]
"Beauty Parlor On Sale! : Business For Sale In Anamnagar, Kathmandu","Devkota Sadak, Anamnagar, Kathmandu",Kathmandu,500000,0,0,1.0,0,South,2074.0,208,250 Sq. Meter,20 Meter / Soil Stabilized,20 Meter , Soil Stabilized,10-20-10-20 Sq. Meter,7 months ago,[]
"3.5 Storied House On Sale : House For Sale In Boudha, Kathmandu","Bhrikutichowk, Kathmandu Nepal, Boudha, Kathmandu",Kathmandu,22500000,0,4,3.0,4,North,2009.0,945,0-3-0-0 Aana,12 Feet / Gravelled,12 Feet , Gravelled,N/A Aana,7 months ago,"['TV Cable', 'Water Supply', 'Water Well', 'Internet']"
